status	exp	origin	picture	tank2	tank	date	daysPI	Fdensity	Fdensity0	cephL	genL	ES	EES	ES1L	ES2L	eggsES1total	eggsES2total	eggstotal	max_ES
farmed	2	F	F11(2)FL1(4)	211	11	6/22/14	111	7	7	3.165	3.247	4	2	14.369	14.547	200.7310827	221.84	423	221.8375905
farmed	2	F	F11FL1(4)	211	11	6/19/14	108	7	7	3.149	3.155	4	2	15.062	14.979	216.0532787	223.31	439	223.3107798
farmed	2	F	F11FL2(4)	211	11	6/19/14	108	7	7	3.434	2.958	4	2	15.324	16.0115	217.0538244	178.45	396	217.0538244
farmed	2	F	F11FL3(4)	211	11	6/19/14	108	7	7	3.095	3.004	4	2	16.932	18.114	238.8526646	255.35	494	255.3515419
farmed	2	F	F11FL4(4)	211	11	6/19/14	108	7	7	3.255	3.417	4	2	16.849	16.035	235.3039324	237.69	473	237.690992
farmed	2	F	F11FL5(4)	211	11	6/19/14	108	7	7	3.272	3.385	4	2	19.488	19.009	293.190409	301.57	595	301.5705976
farmed	2	F	F11FL6(4)	211	11	6/19/14	108	7	7	3.31	3.541	4	2	15.919	15.681	241.4784131	233.35	475	241.4784131
farmed	2	F	F12(2)FL1(4)	212	12	6/21/14	110	4	6	3.098	3.297	4	2	19.259	18.631	291.4984342	169.92	461	291.4984342
farmed	2	F	F12FL1(4)	212	12	6/16/14	105	4	6	3.521	3.722	4	2	17.366	18.955	245.579798	288.95	535	288.9481707
farmed	2	F	F12FL2(4)	212	12	6/16/14	105	4	6	3.159	3.615	4	2	17.976	18.374	301.3180415	296.52	598	301.3180415
farmed	2	F	F12FL3(4)	212	12	6/16/14	105	4	6	3.196	3.265	4	2	18.153	11.419	270.4744986	151.79	422	270.4744986
wild	2	S	F13SL2(5)	213	13	6/23/14	112	3	3	3.32	3.477	5	2	21.311	20.526	352.4421169	342.27	695	352.4421169
wild	2	S	F13SL3(5)	213	13	6/23/14	112	3	3	3.443	3.509	5	2	20.642	20.524	335.4427269	339.10	675	339.0995456
wild	2	S	F14SL1(4)	214	14	6/15/14	104	5	6	3.363	3.275	4	2	17.679	10.463	273.3538296	114.50	388	273.3538296
wild	2	S	F14SL2(4)	214	14	6/15/14	104	5	6	3.593	3.754	4	2	13.43	15.488	196.3450292	214.78	411	214.779661
wild	2	S	F14SL3(4)	214	14	6/15/14	104	5	6	3.659	3.768	4	2	21.186	21.025	325.0811048	329.64	655	329.6353102
wild	2	S	F14SL4(4)	214	14	6/15/14	104	5	6	3.626	3.465	4	2	19.016	18.932	285.3792094	303.30	589	303.2951096
wild	2	S	F14SL5(4)	214	14	6/15/14	104	5	6	3.493	3.615	4	2	20.74	20.588	336.4542294	345.23	682	345.2256098
wild	2	S	F15(2)SL3(4)	215	15	6/22/14	111	7	8	3.496	3.697	4	2	18.053	18.916	288.3354037	322.01	610	322.0096028
wild	2	S	F15(2)SL4(4)	215	15	6/22/14	111	7	8	3.255	3.31	4	2	16.196	15.642	261.6093979	237.00	499	261.6093979
farmed	2	F	F16FL1(4)	216	16	6/16/14	105	4	4	3.528	3.217	4	2	17.961	17.734	292.454726	293.59	586	293.5861253
farmed	2	F	F16FL3(4)	216	16	6/16/14	105	4	4	3.077	3.345	4	2	17.888	17.783	277.2752409	280.78	558	280.7842105
farmed	2	F	F16FL3(4)	216	16	6/16/14	105	4	4	3.271	3.716	4	2	22.206	22.365	362.4992101	354.09	717	362.4992101
farmed	2	F	F17FL1(4)	217	17	6/15/14	104	3	4	3.093	3.293	4	2	16.82	16.528	264.2632696	259.44	524	264.2632696
farmed	2	F	F17FL2(4)	217	17	6/15/14	104	3	4	3.324	3.431	4	2	17.515	17.552	261.3095731	252.65	514	261.3095731
farmed	2	F	F17FL3(4)	217	17	6/15/14	104	3	4	3.401	3.525	4	2	18.847	18.882	283.3448109	270.24	554	283.3448109
farmed	2	F	F18(2)FL2(4)	218	18	6/18/14	107	5	7	3.242	3.387	4	2	14.578	14.782	192.7107309	192.19	385	192.7107309
farmed	2	F	F18FL1(4)	218	18	6/14/14	103	5	7	3.322	3.445	4	2	14.87	15.478	204.4555927	210.02	414	210.0222039
farmed	2	F	F18FL2(4)	218	18	6/14/14	103	5	7	3.502	3.459	4	2	16.371	16.301	245.8542403	239.72	486	245.8542403
farmed	2	F	F18FL3(4)	218	18	6/14/14	103	5	7	3.381	3.482	4	2	20.775	20.592	323.9766082	333.92	658	333.9243243
wild	2	S	F19SL1(5)	219	19	6/22/14	111	4	8	3.323	3.343	5	2	17.45	11.488	320.367183	159.73	480	320.367183
wild	2	S	F19SL2(5)	219	19	6/22/14	111	4	8	3.456	3.304	5	2	19.379	18.355	300.5661109	288.35	589	300.5661109
wild	2	S	F19SL3(5)	219	19	6/22/14	111	4	8	3.404	3.347	5	2	17.848	17.415	269.7855456	277.75	548	277.7511962
wild	2	S	F19SL4(5)	219	19	6/22/14	111	4	8	3.517	3.743	5	2	13.191	18.777	209.0254669	262.72	472	262.7174504
farmed	2	F	F21(2)FL1(4)	221	21	6/24/14	113	9	10	3.343	3.773	4	2	17.893	16.315	287.1930934	215.97	503	287.1930934
farmed	2	F	F21(2)FL2(4)	221	21	6/24/14	113	9	10	3.378	3.578	4	2	19.251	7.032	302.659838	38.47	341	302.659838
farmed	2	F	F21(2)FL3(4)	221	21	6/24/14	113	9	10	3.356	3.099	4	2	16.302	16.171	253.7857143	246.11	500	253.7857143
farmed	2	F	F21(2)FL4(4)	221	21	6/24/14	113	9	10	3.119	2.896	4	2	18.553	14.8	280.3778066	202.95	483	280.3778066
farmed	2	F	F21(2)FL5(4)	221	21	6/24/14	113	9	10	3.501	3.548	4	2	20.243	18.527	326.0492407	272.89	599	326.0492407
farmed	2	F	F21(3)FL1(4)	221	21	6/25/14	114	9	10	3.468	3.027	4	2	9.966	14.965	130.5370277	188.71	319	188.7137453
farmed	2	F	F21(3)FL2(4)	221	21	6/25/14	114	9	10	3.391	3.134	4	2	15.271	16.348	226.1439737	226.94	453	226.9429846
farmed	2	F	F21FL0ES4	221	21	6/16/14	105	9	10	.	.	4	2	11.341	16.202	145.9782512	235.54	382	235.5430945
farmed	2	F	F21FL1(4)	221	21	6/16/14	105	9	10	3.407	3.204	4	2	15.669	15.895	233.9508376	242.56	477	242.5628366
wild	2	S	F23(2)SL1(4)	223	23	6/19/14	108	3	3	3.283	3.133	4	2	17.356	17.281	256.2630872	257.05	513	257.0484488
wild	2	S	F23SL1(5)	223	23	6/23/14	112	3	3	3.702	3.901	5	2	24.004	22.582	394.9469835	361.14	756	394.9469835
farmed	2	F	F24FL1(4)	224	24	6/16/14	105	5	5	3.075	2.984	4	2	9.165	8.974	186.1144131	201.37	387	201.3678049
farmed	2	F	F24FL2(4)	224	24	6/16/14	105	5	5	3.239	3.332	4	2	14.528	14.491	221.2023576	221.55	443	221.5498301
farmed	2	F	F24FL3(4)	224	24	6/16/14	105	5	5	3.301	3.579	4	2	17.741	18.733	265.0736393	283.83	549	283.8333333
farmed	2	F	F24FL4(4)	224	24	6/16/14	105	5	5	3.417	3.557	4	2	22.151	21.514	342.7178958	325.02	668	342.7178958
farmed	2	F	F25FL1(4)	225	25	6/18/14	107	3	4	3.389	3.76	4	2	19.842	18.908	301.8122555	312.87	615	312.87369
farmed	2	F	F25FL2(4)	225	25	6/18/14	107	3	4	3.276	3.381	4	2	17.165	16.789	265.7917083	264.08	530	265.7917083
farmed	2	F	F25FL3(4)	225	25	6/18/14	107	3	4	3.414	3.217	4	2	15.154	15.868	223.0403701	239.64	463	239.6391837
wild	2	S	F26(2)SL1(4)	226	26	6/25/14	114	3	4	3.218	3.18	4	2	17.771	17.414	267.2330827	255.72	523	267.2330827
wild	2	S	F26SL1(4)	226	26	6/23/14	112	3	4	3.463	3.494	4	2	20.765	20.477	307.444978	313.69	621	313.6902128
wild	2	S	F26SL3(4)	226	26	6/23/14	112	3	4	3.448	3.683	4	2	15.551	19.052	195.3643216	290.78	486	290.7814408
wild	2	S	F27SL1(4)	227	27	6/25/14	114	2	3	3.185	3.073	4	2	14.333	14.235	191.8590551	203.28	395	203.2826803
farmed	2	F	F28FL1(4)	228	28	6/18/14	107	4	4	3.29	3.53	4	2	16.426	10.029	274.4814621	161.11	436	274.4814621
farmed	2	F	F28FL2(4)	228	28	6/18/14	107	4	4	3.31	3.641	4	2	20.169	20.911	398.0723684	383.99	782	398.0723684
farmed	2	F	F28FL3(4)	228	28	6/18/14	107	4	4	3.279	3.449	4	2	18.084	18.071	314.4304511	309.43	624	314.4304511
farmed	2	F	F28FL4(4)	228	28	6/18/14	107	4	4	3.567	3.706	4	2	17.167	16.75	246.2984218	243.56	490	246.2984218
farmed	2	F	F29FL1(4)	229	29	6/15/14	104	1	1	3.295	3.535	4	2	19.712	20.879	321.550173	358.27	680	358.2741877
wild	2	S	F2SL1(4)	202	2	6/15/14	104	3	3	3.503	3.962	4	2	22.862	22.33	363.7637416	318.38	682	363.7637416
wild	2	S	F2SL2(4)	202	2	6/15/14	104	3	3	3.18	3.375	4	2	19.207	19.252	358.907701	350.24	709	358.907701
wild	2	S	F3(2)SL1(4)	203	3	6/19/14	108	4	5	3.471	3.501	4	2	20.644	19.733	344.0666667	336.90	681	344.0666667
wild	2	S	F30SL1(5)	230	30	6/23/14	112	1	2	3.216	3.468	5	2	19.84	18.823	283.4285714	273.70	557	283.4285714
wild	2	S	F3SL1(5)	203	3	6/24/14	113	4	5	3.432	3.756	5	2	24.063	22.657	412.0376712	384.02	796	412.0376712
wild	2	S	F3SL2(5)	203	3	6/24/14	113	4	5	3.412	3.684	5	2	20.542	21.345	337.7428068	346.51	684	346.5097403
wild	2	S	F3SL3(5)	203	3	6/24/14	113	4	5	3.388	3.679	5	2	21.399	21.023	320.8245877	313.78	635	320.8245877
farmed	2	F	F4(2)FL1(4)	204	4	6/19/14	108	7	8	3.41	3.446	4	2	14.25	14.591	208.7912088	215.41	424	215.4071484
farmed	2	F	F4FL1(4)	204	4	6/13/14	102	7	8	3.237	3.533	4	2	19.317	20.173	327.2568681	355.92	683	355.9193447
farmed	2	F	F4FL2(4)	204	4	6/13/14	102	7	8	3.155	3.216	4	2	14.531	15.162	204.6619718	221.74	426	221.7387065
farmed	2	F	F4FL4(4)	204	4	6/13/14	102	7	8	3.206	3.213	4	2	10.866	9.989	173.1102941	149.84	323	173.1102941
farmed	2	F	F4FL5(4)	204	4	6/13/14	102	7	8	3.432	3.303	4	2	14.805	13.523	238.022508	216.83	455	238.022508
farmed	2	F	F4FL6(4)	204	4	6/13/14	102	7	8	3.287	3.069	4	2	15.669	9.002	234.7699372	78.34	313	234.7699372
farmed	2	F	F5FL1(4)	205	5	6/22/14	111	3	10	3.375	3.522	4	2	10.085	14.803	59.11488863	219.71	279	219.7105751
farmed	2	F	F5FL2(4)	205	5	6/22/14	111	3	10	3.313	3.395	4	2	20.127	20.421	335.2637424	319.23	654	335.2637424
farmed	2	F	F5FL3(4)	205	5	6/22/14	111	3	10	3.464	3.532	4	2	17.419	18.341	251.5042781	290.97	542	290.9677243
farmed	2	F	F6FL1(4)	206	6	6/13/14	102	8	13	3.23	3.359	4	2	17.811	17.914	287.0367769	270.10	557	287.0367769
farmed	2	F	F6FL2(4)	206	6	6/13/14	102	8	13	3.313	3.055	4	2	10.771	10.214	148.2047754	135.46	284	148.2047754
farmed	2	F	F6FL3(4)	206	6	6/13/14	102	8	13	3.276	3.326	4	2	17.789	17.536	267.7913978	248.80	517	267.7913978
farmed	2	F	F6FL4(4)	206	6	6/13/14	102	8	13	3.34	3.638	4	2	19.929	18.947	353.3510638	343.36	697	353.3510638
farmed	2	F	F6FL5(4)	206	6	6/13/14	102	8	13	3.285	3.191	4	2	11.526	11.627	204.5509259	156.75	361	204.5509259
wild	2	S	F7(2)SL1(4)	207	7	6/14/14	103	9	9	3.273	3.369	4	2	18.276	17.681	294.9571695	289.48	584	294.9571695
wild	2	S	F7(2)SL1(5)	207	7	6/25/14	114	7	9	3.287	3.532	5	2	17.184	16.564	283.5309369	253.89	537	283.5309369
wild	2	S	F7(2)SL2(4)	207	7	6/14/14	103	9	9	3.286	3.401	4	2	19.471	19.512	306.4443099	320.75	627	320.7452055
wild	2	S	F7(2)SL2(5)	207	7	6/25/14	114	7	9	3.27	3.397	5	2	13.17	15.153	210.72	244.54	455	244.5392321
wild	2	S	F7(2)SL3(4)	207	7	6/14/14	103	9	9	3.349	3.396	4	2	16.513	14.181	258.6622807	230.05	489	258.6622807
wild	2	S	F7(2)SL3(5)	207	7	6/25/14	114	7	9	3.187	3.415	5	2	18.899	18.495	291.9789326	308.41	600	308.4057605
wild	2	S	F7SL1(5)	207	7	6/22/14	111	7	9	3.395	3.807	5	2	21.46	21.153	345.0587508	342.40	687	345.0587508
wild	2	S	F7SL2(5)	207	7	6/22/14	111	7	9	3.262	3.617	5	2	23.722	23.649	349.9787921	384.06	734	384.0634843
wild	2	S	F7SL3(5)	207	7	6/22/14	111	7	9	3.252	3.353	5	2	18.899	4.503	267.612793	21.99	290	267.612793
wild	2	S	F7SL4(5)	207	7	6/22/14	111	7	9	3.278	3.524	5	2	19.017	17.39	283.5793041	262.08	546	283.5793041
wild	2	S	F8SL1(4)	208	8	6/14/14	103	4	4	3.313	3.429	4	2	15.015	14.623	257.5471698	262.64	520	262.6378911
wild	2	S	F8SL3(4)	208	8	6/14/14	103	4	4	3.376	3.408	4	2	18.198	17.752	300.4623005	283.28	584	300.4623005
wild	2	S	F8SL4(4)	208	8	6/14/14	103	4	4	3.151	3.216	4	2	19.947	20.55	315.859405	319.25	635	319.2462601
wild	2	S	F9(2)SL1(4)	209	9	6/18/14	107	6	6	2.82	2.751	4	2	12.353	10.791	209.8039115	181.23	391	209.8039115
wild	2	S	F9(2)SL2(4)	209	9	6/18/14	107	6	6	3.289	2.902	4	2	8.875	8.581	122.3037747	116.56	239	122.3037747
wild	2	S	F9SL1(4)	209	9	6/13/14	102	6	6	3.411	3.714	4	2	20.472	20.326	325.953775	309.96	636	325.953775
wild	2	S	F9SL2(4)	209	9	6/13/14	102	6	6	3.278	3.431	4	2	18.494	17.579	293.7582873	277.56	571	293.7582873
wild	2	S	F9SL3(4)	209	9	6/13/14	102	6	6	3.387	3.452	4	2	17.523	17.875	260.477027	265.56	526	265.5609631
wild	2	S	F9SL4(4)	209	9	6/13/14	102	6	6	2.813	2.895	4	2	10.427	10.611	172.3998775	174.25	347	174.2463194
farmed	2	F	F10(2)FL1(5)	210	10	6/28/14	117	4	7	3.256	3.387	5	2	16.689	16.006	262.8719709	239.66	503	262.8719709
farmed	2	F	F10FL1(5)	210	10	6/25/14	114	4	7	3.185	3.752	5	2	15.722	16.049	260.1066176	255.14	515	260.1066176
farmed	2	F	F10FL2(5)	210	10	6/25/14	114	4	7	3.179	3.01	5	2	12.01	13.246	154.3867167	201.10	355	201.1032389
farmed	2	F	F10FL3(5)	210	10	6/25/14	114	4	7	3.544	3.692	5	2	20.009	18.598	339.4552309	296.78	636	339.4552309
farmed	2	F	F11FL1(5)	211	11	7/1/14	120	6	7	3.109	3.062	5	2	15.209	15.146	229.4170364	213.07	442	229.4170364
farmed	2	F	F11FL2(5)	211	11	7/1/14	120	6	7	3.345	3.559	5	2	16.418	15.947	238.3738657	235.23	474	238.3738657
farmed	2	F	F11FL3(5)	211	11	7/1/14	120	6	7	3.487	3.581	5	2	14.939	14.76	221.467655	222.08	444	222.0833333
farmed	2	F	F11FL5(5)	211	11	7/1/14	120	6	7	3.168	3.079	5	2	14.235	14.289	207.9113924	211.23	419	211.2346209
farmed	2	F	F12(2)FL1(5)	212	12	7/3/14	122	4	6	3.205	3.355	5	2	17.562	20.584	281.6178174	311.18	593	311.1802912
farmed	2	F	F12FL1(5)	212	12	6/27/14	116	4	6	3.394	3.443	5	2	18.516	19.127	283.890971	287.95	572	287.9520985
farmed	2	F	F12FL2(5)	212	12	6/27/14	116	4	6	3.204	3.246	5	2	15.044	15.195	241.8178276	235.92	478	241.8178276
farmed	2	F	F12FL3(5)	212	12	6/27/14	116	4	6	3.222	3.445	5	2	15.667	14.349	221.4147173	212.75	434	221.4147173
wild	2	S	F14SL1(5)	214	14	6/27/14	116	5	6	3.535	3.507	5	2	19.036	19.481	299.5355399	290.88	590	299.5355399
wild	2	S	F14SL2(5)	214	14	6/27/14	116	5	6	3.367	3.432	5	2	19.277	17.646	301.203125	270.37	572	301.203125
wild	2	S	F14SL3(5)	214	14	6/27/14	116	5	6	3.456	3.352	5	2	19.766	19.409	321.9494213	330.84	653	330.8352273
wild	2	S	F14SL4(5)	214	14	6/27/14	116	5	6	3.383	3.8	5	2	18.87	18.721	286.875	267.31	554	286.875
wild	2	S	F14SL5(5)	214	14	6/27/14	116	5	6	3.49	3.72	5	2	19.513	19.682	305.6866841	332.27	638	332.2681231
wild	2	S	F15(2)SL1(5)	215	15	7/5/14	124	6	8	3.389	3.622	5	2	19.121	18.062	316.5191002	272.87	589	316.5191002
wild	2	S	F15(2)SL2(5)	215	15	7/5/14	124	6	8	3.29	3.133	5	2	14.356	15.624	199.6808199	217.25	417	217.2514484
wild	2	S	F15(2)SL4(5)	215	15	7/5/14	124	6	8	3.22	3.483	5	2	12.699	15.187	154.0920771	222.65	377	222.6489198
wild	2	S	F15SL1(5)	215	15	6/27/14	116	6	8	3.213	3.175	5	2	13.556	14.947	191.4134685	202.46	394	202.4581971
farmed	2	F	F16FL2(5)	216	16	6/28/14	117	4	4	3.196	3.538	5	2	16.672	16.167	244.7530225	249.77	495	249.7710674
farmed	2	F	F16FL3(5)	216	16	6/28/14	117	4	4	3.328	3.775	5	2	21.873	21.954	336.1740208	364.06	700	364.0613065
farmed	2	F	F16FL4(5)	216	16	6/28/14	117	4	4	3.341	3.696	5	2	18.207	17.416	307.5270633	281.44	589	307.5270633
farmed	2	F	F17FL1(5)	217	17	6/27/14	116	3	4	3.553	3.596	5	2	19.453	19.043	287.1914894	278.27	565	287.1914894
farmed	2	F	F17FL2(5)	217	17	6/27/14	116	3	4	3.348	3.332	5	2	16.49	17.156	230.0585059	263.22	493	263.2238267
farmed	2	F	F17FL3(5)	217	17	6/27/14	116	3	4	3.092	3.296	5	2	15.828	16.644	241.540395	266.87	508	266.8733298
farmed	2	F	F18(2)FL1(5)	218	18	7/1/14	120	5	7	3.228	3.119	5	2	14.49	14.568	205.8615949	192.83	399	205.8615949
farmed	2	F	F18FL1(5)	218	18	6/26/14	115	5	7	3.362	3.446	5	2	18.988	18.837	311.4678007	303.99	615	311.4678007
farmed	2	F	F18FL2(5)	218	18	6/26/14	115	5	7	3.476	3.51	5	2	13.075	13.203	183.3249875	181.97	365	183.3249875
farmed	2	F	F18FL3(5)	218	18	6/26/14	115	5	7	3.193	3.363	5	2	16.567	16.213	234.3381912	218.38	453	234.3381912
farmed	2	F	F20FL1(5)	220	20	6/25/14	114	3	4	3.125	3.513	5	2	17.924	17.481	300.2497462	293.54	594	300.2497462
farmed	2	F	F20FL2(5)	220	20	6/25/14	114	3	4	3.31	3.376	5	2	15.096	14.819	281.792	271.76	554	281.792
farmed	2	F	F20FL3(5)	220	20	6/25/14	114	3	4	3.448	3.554	5	2	16.69	16.952	267.1524853	247.31	514	267.1524853
farmed	2	F	F21(2)FL1(5)	221	21	7/8/14	127	9	10	3.424	3.263	5	2	13.767	12.714	191.2888421	161.28	353	191.2888421
farmed	2	F	F21(2)FL2(5)	221	21	7/8/14	127	9	10	3.397	3.469	5	2	17.344	13.215	265.3610771	173.45	439	265.3610771
farmed	2	F	F21(2)FL4(5)	221	21	7/8/14	127	9	10	3.392	3.32	5	2	17.831	16.531	278.442042	248.38	527	278.442042
farmed	2	F	F21FL1(5)	221	21	7/2/14	121	9	10	3.558	3.508	5	2	21.086	20.25	332.5478972	308.23	641	332.5478972
farmed	2	F	F21FL2(5)	221	21	7/2/14	121	9	10	3.506	3.566	5	2	22.568	21.996	376.8311688	345.13	722	376.8311688
farmed	2	F	F21FL3(5)	221	21	7/2/14	121	9	10	3.275	3.254	5	2	8.731	11.267	138.9022727	153.57	292	153.5674319
farmed	2	F	F21FL4(5)	221	21	7/2/14	121	9	10	3.565	3.568	5	2	19.952	20.059	365.5508274	366.61	732	366.613577
farmed	2	F	F24FL1(5)	224	24	6/28/14	117	4	5	3.27	3.49	5	2	17.606	16.872	263.3584488	246.23	510	263.3584488
farmed	2	F	F24FL2(5)	224	24	6/28/14	117	4	5	3.082	3.099	5	2	9.495	8.88	194.1356877	178.19	372	194.1356877
farmed	2	F	F24FL3(5)	224	24	6/28/14	117	4	5	3.268	3.145	5	2	14.105	13.873	218.7449742	219.48	438	219.4805537
farmed	2	F	F24FL4(5)	224	24	6/28/14	117	4	5	3.419	3.625	5	2	22.4	21.503	337.7777778	336.94	675	337.7777778
farmed	2	F	F25FL2(5)	225	25	6/30/14	119	2	4	3.318	3.227	5	2	15.91	15.268	224.7727273	222.15	447	224.7727273
wild	2	S	F26SL1(5)	226	26	7/7/14	126	3	4	3.438	4.001	5	2	21.468	21.645	347.119403	353.83	701	353.8272921
wild	2	S	F26SL2(5)	226	26	7/7/14	126	3	4	3.25	3.412	5	2	16.575	15.862	253.0534351	236.24	489	253.0534351
wild	2	S	F27SLOAES5	227	27	7/9/14	128	2	3	.	.	5	2	12.829	16.273	169.5787356	224.60	394	224.5959849
farmed	2	F	F28(2)FL1(5)	228	28	7/7/14	126	4	4	3.561	3.392	5	2	18.214	18.765	277.652439	267.69	545	277.652439
farmed	2	F	F28FL1(5)	228	28	6/30/14	119	4	4	3.135	3.628	5	2	19.438	20.042	355.0319635	332.92	688	355.0319635
farmed	2	F	F28FL2(5)	228	28	6/30/14	119	4	4	3.096	3.323	5	2	16.431	15.015	264.8518289	221.86	487	264.8518289
farmed	2	F	F28FL3(5)	228	28	6/30/14	119	4	4	3.23	3.613	5	2	19.9	18.993	317.1314741	313.67	631	317.1314741
farmed	2	F	F29FL1(5)	229	29	6/26/14	115	1	1	3.159	3.431	5	2	21.753	20.753	365.2735307	350.35	716	365.2735307
wild	2	S	F2SL1(5)	202	2	6/30/14	119	2	3	3.224	3.739	5	2	18.763	18.8489	361.1288703	349.05	710	361.1288703
wild	2	S	F2SL2(5)	202	2	6/30/14	119	2	3	3.153	3.348	5	2	16.504	16.55	260.9033424	267.75	529	267.7525142
wild	2	S	F3(2)SL1(5)	203	3	7/2/14	121	4	5	3.539	3.699	5	2	20.241	20.833	346.4229829	344.20	691	346.4229829
farmed	2	F	F4(2)FL1(5)	204	4	7/2/14	121	7	8	3.271	3.349	5	2	19.905	20.68	321.7898383	349.08	671	349.080326
farmed	2	F	F4FL2(5)	204	4	6/25/14	114	7	8	3.052	3.065	5	2	12.908	13.21	210.1807973	228.93	439	228.928113
farmed	2	F	F4FL3(5)	204	4	6/25/14	114	7	8	3.224	3.268	5	2	14.246	14.738	205.4429337	215.65	421	215.6479933
farmed	2	F	F4FL4(5)	204	4	6/25/14	114	7	8	3.342	3.743	5	2	19.319	18.649	313.0167089	307.84	621	313.0167089
farmed	2	F	F4FL5(5)	204	4	6/25/14	114	7	8	3.344	3.183	5	2	14.861	13.816	234.8068298	223.74	459	234.8068298
farmed	2	F	F5FL1(5)	205	5	7/4/14	123	3	10	3.438	3.728	5	2	19.742	20.263	297.3512641	334.46	632	334.4649243
farmed	2	F	F5FL2(5)	205	5	7/4/14	123	3	10	3.449	3.609	5	2	17.624	16.809	276.3500253	252.50	529	276.3500253
farmed	2	F	F5FL3(5)	205	5	7/4/14	123	3	10	3.312	3.49	5	2	19.188	20.638	241.3022823	326.62	568	326.6152324
farmed	2	F	F6(2)FL1(5)	206	6	7/2/14	121	6	13	3.314	3.331	5	2	16.869	17.06	258.973531	255.72	515	258.973531
farmed	2	F	F6FL1(5)	206	6	6/26/14	115	6	13	3.385	3.538	5	2	18.827	19.751	308.00818	313.32	621	313.3237368
farmed	2	F	F6FL2(5)	206	6	6/26/14	115	6	13	3.398	3.81	5	2	17.304	16.512	241.0027855	221.64	463	241.0027855
farmed	2	F	F6FL3(5)	206	6	6/26/14	115	6	13	3.291	3.455	5	2	17.333	9.477	276.4007202	97.06	373	276.4007202
farmed	2	F	F6FL4(5)	206	6	6/26/14	115	6	13	3.457	3.378	5	2	9.06	6.59	88.03886926	40.29	128	88.03886926
wild	2	S	F8SL1(5)	208	8	6/26/14	115	4	4	3.38	3.576	5	2	16.464	14.359	256.8486739	242.61	499	256.8486739
wild	2	S	F8SL2(5)	208	8	6/26/14	115	4	4	3.244	3.576	5	2	19.482	20.006	321.178308	330.77	652	330.7658667
wild	2	S	F8SL3(5)	208	8	6/26/14	115	4	4	3.364	3.549	5	2	16.086	16.428	259.6011527	257.40	517	259.6011527
wild	2	S	F9(2)SL1(5)	209	9	6/30/14	119	5	6	3.24	3.181	5	2	14.804	9.883	249.2797393	173.77	423	249.2797393
wild	2	S	F9(2)SL2(5)	209	9	6/30/14	119	5	6	2.794	2.716	5	2	11.026	11.483	177.6340621	186.25	364	186.2455257
wild	2	S	F9SL2(5)	209	9	6/26/14	115	5	6	3.449	3.56	5	2	14.192	13.853	207.4853801	195.54	403	207.4853801
wild	2	S	F9SL3(5)	209	9	6/26/14	115	5	6	3.317	3.822	5	2	21.699	21.435	315.1307054	318.50	634	318.4992571
