exp_date,genotype_class,genotype,miRNA,feeding_capillary,blank_capillary
20110407,UAS-miRNA,UAS-miR-310/+,miR-310,2.1,1.933
20110504,UAS-miRNA,UAS-miR-310/+,miR-310,2.05,1.7
20110505,UAS-miRNA,UAS-miR-310/+,miR-310,2.1,1.62
20110505,UAS-miRNA,UAS-miR-310/+,miR-310,2.15,1.62
20110505,UAS-miRNA,UAS-miR-310/+,miR-310,2.05,1.62
20110505,UAS-miRNA,UAS-miR-310/+,miR-310,2.3,1.62
20110506,UAS-miRNA,UAS-miR-310/+,miR-310,2.2,1.75
20110506,UAS-miRNA,UAS-miR-310/+,miR-310,2.4,1.75
20110506,UAS-miRNA,UAS-miR-310/+,miR-310,2.05,1.75
20110506,UAS-miRNA,UAS-miR-310/+,miR-310,2.4,1.75
20110506,UAS-miRNA,UAS-miR-310/+,miR-310,2.4,1.75
20110506,UAS-miRNA,UAS-miR-310/+,miR-310,2.2,1.75
20110407,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.5,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.45,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.5,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.45,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.2,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.15,1.933
20110504,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.1,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.3,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.2,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.1,1.7
20110505,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.35,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.25,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.35,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.35,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.35,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.2,1.62
20110506,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.2,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.2,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.1,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.25,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-310,miR-310,2.4,1.75
20110407,UAS-miRNA,UAS-miR-311/+,miR-311,2.2,1.933
20110407,UAS-miRNA,UAS-miR-311/+,miR-311,2.4,1.933
20110407,UAS-miRNA,UAS-miR-311/+,miR-311,2.5,1.933
20110407,UAS-miRNA,UAS-miR-311/+,miR-311,2.5,1.933
20110407,UAS-miRNA,UAS-miR-311/+,miR-311,2.2,1.933
20110504,UAS-miRNA,UAS-miR-311/+,miR-311,1.9,1.7
20110504,UAS-miRNA,UAS-miR-311/+,miR-311,2.05,1.7
20110504,UAS-miRNA,UAS-miR-311/+,miR-311,1.95,1.7
20110504,UAS-miRNA,UAS-miR-311/+,miR-311,2.3,1.7
20110505,UAS-miRNA,UAS-miR-311/+,miR-311,2.2,1.62
20110505,UAS-miRNA,UAS-miR-311/+,miR-311,2.1,1.62
20110505,UAS-miRNA,UAS-miR-311/+,miR-311,2.1,1.62
20110505,UAS-miRNA,UAS-miR-311/+,miR-311,2.1,1.62
20110506,UAS-miRNA,UAS-miR-311/+,miR-311,2.3,1.75
20110506,UAS-miRNA,UAS-miR-311/+,miR-311,2.2,1.75
20110506,UAS-miRNA,UAS-miR-311/+,miR-311,2.35,1.75
20110506,UAS-miRNA,UAS-miR-311/+,miR-311,2.3,1.75
20110506,UAS-miRNA,UAS-miR-311/+,miR-311,2.3,1.75
20110407,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.2,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.2,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.4,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.2,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.4,1.933
20110407,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.4,1.933
20110504,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.3,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.05,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.2,1.7
20110504,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.25,1.7
20110505,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.1,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.1,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.05,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,1.8,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2,1.62
20110505,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2,1.62
20110506,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.1,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.1,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,1.9,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.05,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,2.2,1.75
20110506,S106>miRNA,S106-GAL4/UAS-miR-311,miR-311,1.9,1.75
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.5,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.2,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.1,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.2,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.25,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.1,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.4,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.3,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.2,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.2,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.4,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.4,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.5,1.74
20110416,UAS-miRNA,UAS-miR-312/+,miR-312,2.4,1.74
20110417,UAS-miRNA,UAS-miR-312/+,miR-312,2.2,1.787
20110417,UAS-miRNA,UAS-miR-312/+,miR-312,2,1.787
20110417,UAS-miRNA,UAS-miR-312/+,miR-312,2.4,1.787
20110417,UAS-miRNA,UAS-miR-312/+,miR-312,2.5,1.787
20110417,UAS-miRNA,UAS-miR-312/+,miR-312,2.5,1.787
20110417,UAS-miRNA,UAS-miR-312/+,miR-312,2.4,1.787
20110420,UAS-miRNA,UAS-miR-312/+,miR-312,2.15,1.65
20110420,UAS-miRNA,UAS-miR-312/+,miR-312,2.1,1.65
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.2,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.3,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.25,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.25,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,1.9,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.2,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.1,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.25,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.4,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.4,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.35,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.25,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.1,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.25,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.15,1.74
20110417,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.5,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.45,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.55,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.4,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.4,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.1,1.787
20110420,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2,1.65
20110420,S106>miRNA,S106-GAL4/UAS-miR-312,miR-312,2.2,1.65
20110416,UAS-miRNA,UAS-miR-313/+,miR-313,2.1,1.74
20110416,UAS-miRNA,UAS-miR-313/+,miR-313,2.3,1.74
20110416,UAS-miRNA,UAS-miR-313/+,miR-313,1.9,1.74
20110416,UAS-miRNA,UAS-miR-313/+,miR-313,2.3,1.74
20110416,UAS-miRNA,UAS-miR-313/+,miR-313,2.2,1.74
20110417,UAS-miRNA,UAS-miR-313/+,miR-313,2.1,1.787
20110417,UAS-miRNA,UAS-miR-313/+,miR-313,2,1.787
20110417,UAS-miRNA,UAS-miR-313/+,miR-313,2,1.787
20110417,UAS-miRNA,UAS-miR-313/+,miR-313,2.1,1.787
20110417,UAS-miRNA,UAS-miR-313/+,miR-313,2.5,1.787
20110417,UAS-miRNA,UAS-miR-313/+,miR-313,2.3,1.787
20110417,UAS-miRNA,UAS-miR-313/+,miR-313,2.2,1.787
20110417,UAS-miRNA,UAS-miR-313/+,miR-313,2.3,1.787
20110420,UAS-miRNA,UAS-miR-313/+,miR-313,2.2,1.65
20110420,UAS-miRNA,UAS-miR-313/+,miR-313,2.15,1.65
20110416,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.4,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.25,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.1,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.35,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.3,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.55,1.74
20110416,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.3,1.74
20110417,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.05,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.1,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2,1.787
20110417,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.1,1.787
20110420,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.3,1.65
20110420,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.1,1.65
20110420,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2,1.65
20110420,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,2.2,1.65
20110420,S106>miRNA,S106-GAL4/UAS-miR-313,miR-313,1.85,1.65
20110420,UAS-miRNA,UAS-miR-314/+,miR-314,2.1,1.65
20110420,UAS-miRNA,UAS-miR-314/+,miR-314,2.3,1.65
20110420,UAS-miRNA,UAS-miR-314/+,miR-314,2.35,1.65
20110422,UAS-miRNA,UAS-miR-314/+,miR-314,2.4,1.725
20110422,UAS-miRNA,UAS-miR-314/+,miR-314,2.5,1.725
20110422,UAS-miRNA,UAS-miR-314/+,miR-314,2.1,1.725
20110422,UAS-miRNA,UAS-miR-314/+,miR-314,2.2,1.725
20110423,UAS-miRNA,UAS-miR-314/+,miR-314,2,1.54
20110423,UAS-miRNA,UAS-miR-314/+,miR-314,2.3,1.54
20110424,UAS-miRNA,UAS-miR-314/+,miR-314,2.2,1.6
20110424,UAS-miRNA,UAS-miR-314/+,miR-314,2.15,1.6
20110424,UAS-miRNA,UAS-miR-314/+,miR-314,2.3,1.6
20110424,UAS-miRNA,UAS-miR-314/+,miR-314,2.2,1.6
20110424,UAS-miRNA,UAS-miR-314/+,miR-314,2.1,1.6
20110420,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.3,1.65
20110420,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.4,1.65
20110420,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.2,1.65
20110420,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.2,1.65
20110422,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.1,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.55,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.1,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.15,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.3,1.725
20110423,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.3,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.05,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.1,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,1.8,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2,1.54
20110424,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.1,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.1,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2.4,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-314,miR-314,2,1.6
20110420,UAS-miRNA,UAS-miR-315/+,miR-315,2.35,1.65
20110420,UAS-miRNA,UAS-miR-315/+,miR-315,2.1,1.65
20110420,UAS-miRNA,UAS-miR-315/+,miR-315,2.45,1.65
20110422,UAS-miRNA,UAS-miR-315/+,miR-315,2.1,1.725
20110422,UAS-miRNA,UAS-miR-315/+,miR-315,2.1,1.725
20110422,UAS-miRNA,UAS-miR-315/+,miR-315,2.1,1.725
20110422,UAS-miRNA,UAS-miR-315/+,miR-315,2.25,1.725
20110423,UAS-miRNA,UAS-miR-315/+,miR-315,2,1.54
20110423,UAS-miRNA,UAS-miR-315/+,miR-315,1.9,1.54
20110423,UAS-miRNA,UAS-miR-315/+,miR-315,2,1.54
20110423,UAS-miRNA,UAS-miR-315/+,miR-315,1.95,1.54
20110424,UAS-miRNA,UAS-miR-315/+,miR-315,2.1,1.6
20110424,UAS-miRNA,UAS-miR-315/+,miR-315,1.95,1.6
20110424,UAS-miRNA,UAS-miR-315/+,miR-315,1.95,1.6
20110424,UAS-miRNA,UAS-miR-315/+,miR-315,2.3,1.6
20110424,UAS-miRNA,UAS-miR-315/+,miR-315,2.05,1.6
20110420,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.1,1.65
20110420,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.4,1.65
20110422,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.2,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.1,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.5,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.35,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.1,1.725
20110422,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.15,1.725
20110423,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.25,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.2,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.35,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.2,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,1.85,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,1.9,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.1,1.54
20110423,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.15,1.54
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.3,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.4,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.4,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,1.95,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.05,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.4,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.1,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.25,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2,1.6
20110424,S106>miRNA,S106-GAL4/UAS-miR-315,miR-315,2.4,1.6
20101122,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.23
20101122,S106-GAL4/+,S106-GAL4/+,NA,3.1,2.23
20101122,S106-GAL4/+,S106-GAL4/+,NA,3,2.23
20101122,S106-GAL4/+,S106-GAL4/+,NA,3,2.23
20101123,S106-GAL4/+,S106-GAL4/+,NA,3,2.45
20101123,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.45
20101123,S106-GAL4/+,S106-GAL4/+,NA,3.1,2.45
20101124,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.45
20101124,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.45
20101124,S106-GAL4/+,S106-GAL4/+,NA,3.5,2.45
20101125,S106-GAL4/+,S106-GAL4/+,NA,3,2
20101125,S106-GAL4/+,S106-GAL4/+,NA,3,2
20101126,S106-GAL4/+,S106-GAL4/+,NA,2.7,2.125
20101126,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.125
20101126,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.125
20101126,S106-GAL4/+,S106-GAL4/+,NA,3.3,2.125
20101127,S106-GAL4/+,S106-GAL4/+,NA,2.9,2
20101127,S106-GAL4/+,S106-GAL4/+,NA,3,2
20101127,S106-GAL4/+,S106-GAL4/+,NA,3,2
20101127,S106-GAL4/+,S106-GAL4/+,NA,2.7,2
20101119,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.2
20101119,S106-GAL4/+,S106-GAL4/+,NA,3.6,2.2
20101119,S106-GAL4/+,S106-GAL4/+,NA,3.1,2.2
20101119,S106-GAL4/+,S106-GAL4/+,NA,3.3,2.2
20101119,S106-GAL4/+,S106-GAL4/+,NA,3.1,2.2
20101120,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.46
20101120,S106-GAL4/+,S106-GAL4/+,NA,3.5,2.46
20101120,S106-GAL4/+,S106-GAL4/+,NA,3.4,2.46
20101120,S106-GAL4/+,S106-GAL4/+,NA,3.4,2.46
20101128,S106-GAL4/+,S106-GAL4/+,NA,2.6,2.03
20101128,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.03
20101128,S106-GAL4/+,S106-GAL4/+,NA,2.7,2.03
20101128,S106-GAL4/+,S106-GAL4/+,NA,2.6,2.03
20101129,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.13
20101129,S106-GAL4/+,S106-GAL4/+,NA,3,2.13
20101129,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.13
20101129,S106-GAL4/+,S106-GAL4/+,NA,3,2.13
20101130,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.1
20101130,S106-GAL4/+,S106-GAL4/+,NA,3,2.1
20101130,S106-GAL4/+,S106-GAL4/+,NA,3.1,2.1
20101130,S106-GAL4/+,S106-GAL4/+,NA,3.1,2.1
20101201,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.05
20101201,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.05
20101201,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.05
20101201,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.05
20101202,S106-GAL4/+,S106-GAL4/+,NA,3.3,2.425
20101202,S106-GAL4/+,S106-GAL4/+,NA,3.5,2.425
20101203,S106-GAL4/+,S106-GAL4/+,NA,3.3,2.23
20101203,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.23
20101203,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.23
20101204,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.13
20110830,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.72
20110830,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.72
20110831,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.79
20110831,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.79
20110831,S106-GAL4/+,S106-GAL4/+,NA,2,1.79
20110831,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.79
20110831,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.79
20110831,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.79
20110831,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.79
20110831,S106-GAL4/+,S106-GAL4/+,NA,2.4,1.79
20110901,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.6
20110901,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.6
20110902,S106-GAL4/+,S106-GAL4/+,NA,2,1.72
20110902,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.72
20110902,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.72
20110902,S106-GAL4/+,S106-GAL4/+,NA,2.15,1.72
20110902,S106-GAL4/+,S106-GAL4/+,NA,2.15,1.72
20110306,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.77
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.4,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.5,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.5,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.4,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.45,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.85
20110309,S106-GAL4/+,S106-GAL4/+,NA,2,1.85
20110310,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.69
20110310,S106-GAL4/+,S106-GAL4/+,NA,2,1.69
20110310,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.69
20110310,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.69
20110310,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.69
20110310,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.69
20110311,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.75
20110311,S106-GAL4/+,S106-GAL4/+,NA,2.35,1.75
20110311,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.75
20110312,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.675
20110312,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.675
20110312,S106-GAL4/+,S106-GAL4/+,NA,1.8,1.675
20110312,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.675
20110312,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.675
20110312,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.675
20110312,S106-GAL4/+,S106-GAL4/+,NA,1.9,1.675
20110313,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.778
20110313,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.778
20110313,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.778
20110313,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.778
20110313,S106-GAL4/+,S106-GAL4/+,NA,1.95,1.778
20110313,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.778
20110313,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.778
20110313,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.778
20110316,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.75
20110316,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.75
20110316,S106-GAL4/+,S106-GAL4/+,NA,2.1,1.75
20110316,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.75
20110317,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.7
20110317,S106-GAL4/+,S106-GAL4/+,NA,2.25,1.7
20110317,S106-GAL4/+,S106-GAL4/+,NA,2.3,1.7
20110317,S106-GAL4/+,S106-GAL4/+,NA,2,1.7
20110318,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.56
20110318,S106-GAL4/+,S106-GAL4/+,NA,2.05,1.56
20110318,S106-GAL4/+,S106-GAL4/+,NA,2.2,1.56
20101207,S106-GAL4/+,S106-GAL4/+,NA,2.9,1.975
20101207,S106-GAL4/+,S106-GAL4/+,NA,2.6,1.975
20101207,S106-GAL4/+,S106-GAL4/+,NA,2.8,1.975
20101207,S106-GAL4/+,S106-GAL4/+,NA,3,1.975
20101207,S106-GAL4/+,S106-GAL4/+,NA,2.6,1.975
20101209,S106-GAL4/+,S106-GAL4/+,NA,2.9,2.375
20101209,S106-GAL4/+,S106-GAL4/+,NA,3,2.375
20101209,S106-GAL4/+,S106-GAL4/+,NA,3,2.375
20101209,S106-GAL4/+,S106-GAL4/+,NA,3,2.375
20101209,S106-GAL4/+,S106-GAL4/+,NA,3.1,2.375
20101210,S106-GAL4/+,S106-GAL4/+,NA,3.5,2.4
20101210,S106-GAL4/+,S106-GAL4/+,NA,3.4,2.4
20101210,S106-GAL4/+,S106-GAL4/+,NA,3.6,2.4
20101211,S106-GAL4/+,S106-GAL4/+,NA,2.8,2.225
20101211,S106-GAL4/+,S106-GAL4/+,NA,3,2.225
20101211,S106-GAL4/+,S106-GAL4/+,NA,3,2.225
20101211,S106-GAL4/+,S106-GAL4/+,NA,3.1,2.225
20101211,S106-GAL4/+,S106-GAL4/+,NA,3.2,2.225
20101212,S106-GAL4/+,S106-GAL4/+,NA,3.5,2.45
